year,month,day,weekend,hour,collision_type,injury_type,primary_factor,reported_location,unique_id
2015,2,3,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,W GOURLEY,227
2015,2,7,Weekend,1300,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,228
2015,2,2,Weekday,800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FOXWOOD,229
2015,2,2,Weekday,1000,2-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,POPCORN & ROCKPORT,230
2015,2,2,Weekday,1100,2-Car,No injury/unknown,IMPROPER PASSING,3RD & HAWTHORNE,231
2015,2,3,Weekday,600,Bus,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,E GENTRY & SR446S,232
2015,2,3,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E COTTAGE & FORREST,233
2015,2,3,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,234
2015,2,3,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL & EAST 2ND,235
2015,2,6,Weekday,1400,2-Car,Non-incapacitating,UNSAFE BACKING,S COLLEGE MALL,236
2015,2,3,Weekday,1700,Bus,No injury/unknown,OVERCORRECTING/OVERSTEERING,ATWATER & JORDAN,237
2015,2,3,Weekday,1400,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,I69S & TAPP,238
2015,2,3,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,3RD,239
2015,2,3,Weekday,1600,Bus,No injury/unknown,IMPROPER PASSING,E 3RD & S JORDAN,240
2015,2,3,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD,241
2015,2,3,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BUICK CADILLAC & COLLEGE MALL,242
2015,2,4,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,ANDY & CANTLIN,243
2015,2,3,Weekday,1400,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,GILHAM & SR45W,244
2015,2,6,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,N HARTSTRAIT,245
2015,2,4,Weekday,1200,Bus,No injury/unknown,UNSAFE LANE MOVEMENT,THIRD & WOODLAWN,246
2015,2,4,Weekday,1000,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,FULLERTON & SR37,247
2015,2,4,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S ROGERS & W GORDON,248
2015,2,4,Weekday,1400,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & WALKER,249
2015,2,3,Weekday,1600,2-Car,No injury/unknown,LEFT OF CENTER,S ROCKPORT & W ROCKEAST,250
2015,2,4,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,W 3RD,251
2015,2,4,Weekday,1200,2-Car,No injury/unknown,IMPROPER LANE USAGE,ATWATER & JORDAN,252
2015,2,4,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,N MORTON,253
2015,2,4,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S CORY & W 3RD,254
2015,2,5,Weekday,600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,17TH & COLLEGE,255
2015,2,4,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,E 8TH & N FESS,256
2015,2,5,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ATWATER & HENDERSON,257
2015,2,5,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DILLMAN ROAD & SR37S,258
2015,2,3,Weekday,2000,2-Car,Incapacitating,LEFT OF CENTER,LODGE & ROCKPORT,259
2015,2,5,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,HUNTER & WOODLAWN,260
2015,2,5,Weekday,1500,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HARTSTRAIT & SR46W,261
2015,2,5,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNN & SR46,262
2015,2,5,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FESS & THIRD,263
2015,2,2,Weekday,2100,1-Car,No injury/unknown,UNSAFE SPEED,MT CARMEL & NORTH COUNTY LINE,264
2015,2,4,Weekday,1500,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,SR45W & STANFORD,265
2015,2,5,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR45W,266
2015,2,5,Weekday,1600,2-Car,No injury/unknown,IMPROPER LANE USAGE,CLEAR CREEK & S COLLEGE,267
2015,2,4,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S CURRY & SR45W,268
2015,2,4,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,S OLD STATE ROAD 37,269
2015,2,5,Weekday,2000,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S OLD SR 37,270
2015,2,5,Weekday,1200,2-Car,Incapacitating,IMPROPER PASSING,3RD & LIBERTY,271
2015,2,6,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,KIRKWOOD & WALNUT,272
2015,2,6,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH & N INDIANA,273
2015,2,6,Weekday,900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,S ROGERS & W DODDS,274
2015,2,6,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD & S JEFFERSON,275
2015,2,6,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GRAHAM & ROGERS,276
2015,2,6,Weekday,1300,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,EAST 3RD & SR46E,277
2015,2,6,Weekday,1400,2-Car,No injury/unknown,IMPROPER LANE USAGE,E 7TH & N FORREST,278
2015,2,6,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RIDGESPRINGS & SR46W,279
2015,2,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALNUT,280
2015,2,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FEE & SR45W,281
2015,2,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,NORTH WALNUT & SR46,282
2015,2,6,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SOUTH OAKDALE & SR45E,283
2015,2,6,Weekday,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N JENNER & N MT TABOR,284
2015,2,6,Weekday,400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER,285
2015,2,6,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,S HENDERSTON,286
2015,2,7,Weekend,800,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,1ST & COLLEGE,287
2015,2,7,Weekend,800,1-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,2300 BLK VERNAL & LEMON,288
2015,2,7,Weekend,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E CEDARWOOD,289
2015,2,7,Weekend,1100,2-Car,No injury/unknown,IMPROPER LANE USAGE,N WALNUT & SR4546W,290
2015,2,7,Weekend,1300,2-Car,No injury/unknown,UNSAFE BACKING,NORTH KINSER,291
2015,2,7,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3585 W BLOOMFIELD & BLOOMFIELD,292
2015,2,7,Weekend,1500,2-Car,No injury/unknown,IMPROPER TURNING,6TH & LINCOLN,293
2015,2,6,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BURMA & SR37N,294
2015,2,7,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,S ROLLING RIDGE,295
2015,2,7,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E BUICK CADILLAC,296
2015,2,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR 37,297
2015,2,7,Weekend,2100,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SR 37 & SR46W,298
2015,3,1,Weekend,0,2-Car,No injury/unknown,LEFT OF CENTER,COLLEGE MALL & SR46E,299
2015,2,7,Weekend,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ALLEN & PATTERSON,300
2015,3,1,Weekend,200,Bus,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 10TH & N JORDAN,301
2015,3,1,Weekend,300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 1OTH,302
2015,3,1,Weekend,100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 7TH & N SUNRISE,303
2015,2,4,Weekday,1400,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S LEONARD SPRINGS,304
2015,3,1,Weekend,900,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,305
2015,2,7,Weekend,2100,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,S KIRBY & SR48W,306
2015,3,1,Weekend,1400,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E ROGERS & SNODDY,307
2015,3,1,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL,308
2015,3,1,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE,309
2015,3,1,Weekday,2200,3+ Cars,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,1ST & ROGERS,310
2015,3,1,Weekday,2300,2-Car,No injury/unknown,UNSAFE BACKING,ROSE,311
2015,2,6,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37N & VICTOR,312
2015,3,2,Weekday,900,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,DYER & N BLAIR,313
2015,3,2,Weekday,800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,RATLIFF & THOMAS,314
2015,3,2,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E VARSITY,315
2015,3,2,Weekday,1200,2-Car,No injury/unknown,IMPROPER LANE USAGE,E COVENANTER & S AUTO MALL,316
2015,3,2,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & FEE,317
2015,3,2,Weekday,1500,2-Car,No injury/unknown,IMPROPER PASSING,E LAW & FEE,318
2015,3,1,Weekday,2200,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH & UNION,319
2015,3,2,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,320
2015,3,2,Weekday,1800,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,17TH & WOODBURN,321
2015,3,2,Weekday,1800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S KINGSTON,322
2015,3,2,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ACUFF & SR37,323
2015,3,2,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,S LIBERTY,324
2015,3,2,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER & S OLD ST RD 37,325
2015,3,2,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,S LANDMARK,326
2015,3,1,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,15TH & NORTH WALNUT,327
2015,3,2,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E MONROE DAM & SR37S,328
2015,3,2,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,FRANKLIN & WEST THIRD,329
2015,3,2,Weekday,1900,1-Car,Incapacitating,RAN OFF ROAD RIGHT,EAST THIRD & PARK RIDGE,330
2015,3,2,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE & KIRKWOOD,331
2015,3,3,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,N JACKSON & W 17TH,332
2015,3,7,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,3RD,333
2015,3,7,Weekend,1300,2-Car,No injury/unknown,IMPROPER TURNING,HIGHLAND & THIRD,334
2015,3,7,Weekend,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & FORREST,335
2015,3,7,Weekend,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ROGERS & SARE,336
2015,3,7,Weekend,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR46E & WALNUT,337
2015,3,7,Weekend,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,CHAMBERS & SR37N,338
2015,3,6,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,LEONARD SPRINGS,339
2015,3,7,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,W WAMPLER,340
2015,3,1,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PETE ELLIS & SR46E,341
2015,3,1,Weekend,1400,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT,342
2015,3,5,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37 & VERNAL,343
2015,3,1,Weekday,2300,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,344
2015,3,6,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,N FEE,345
2015,3,2,Weekday,800,2-Car,Non-incapacitating,UNSAFE SPEED,17TH & FEE,346
2015,3,2,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,PATTERSON & S ROGERS,347
2015,3,2,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,NORTH FAIRVIEW & WEST KIRKWOOD,348
2015,3,1,Weekend,1700,2-Car,No injury/unknown,IMPROPER TURNING,NORTH COLLEGE & TENTH,349
2015,3,2,Weekday,1600,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,SR37 & SR45W,350
2015,3,2,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,E ATWATER,351
2015,3,2,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH FESS,352
2015,3,2,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,JORDAN & LINGELBACH,353
2015,3,1,Weekday,2200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,N HARTSTRAIT & W MAJESTIC WOODS,354
2015,3,2,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & KINGSTON,355
2015,3,2,Weekday,1300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S WEIMER & W WAPEHANI,356
2015,3,2,Weekday,1400,2-Car,No injury/unknown,UNSAFE SPEED,17TH & N WOODLAWN,357
2015,1,5,Weekday,700,2-Car,No injury/unknown,UNSAFE SPEED,WALNUT & WINSLOW,358
2015,2,6,Weekday,1400,2-Car,No injury/unknown,IMPROPER TURNING,CURRY & VERNAL,359
2015,2,7,Weekend,1300,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37S & TAPP,360
2015,3,3,Weekday,900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S PATTERSON & W 3RD,361
2015,3,3,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PATTERSON,362
2015,3,3,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & CURRY,363
2015,3,3,Weekday,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,JORDAN & THIRD,364
2015,3,3,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LIBERTY & SR45,365
2015,3,3,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,S WASHINGTON,366
2015,3,3,Weekday,1800,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,SR37N & WEST VERNAL,367
2015,3,3,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,E THIRD,368
2015,3,3,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,N DUNN,369
2015,3,3,Weekday,2100,2-Car,Non-incapacitating,IMPROPER LANE USAGE,FESS & THIRD,370
2015,3,3,Weekday,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,S LIBERTY & W 3RD,371
2015,3,3,Weekday,1200,1-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,DANIELS,372
2015,3,7,Weekend,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,37 & GORDON,373
2015,3,7,Weekend,1200,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,CHURCH & RAMP,374
2015,3,3,Weekday,800,2-Car,No injury/unknown,UNSAFE SPEED,DILLMAN & SR37,375
2015,3,3,Weekday,2200,1-Car,No injury/unknown,IMPROPER LANE USAGE,400 W TERRACE & S ROGERS,376
2015,3,4,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,377
2015,3,4,Weekday,1600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,NORTH DUNN & TAMARACK,378
2015,3,4,Weekday,1400,2-Car,No injury/unknown,IMPROPER LANE USAGE,N COLLEGE & W 7TH,379
2015,3,4,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & SUNRISE,380
2015,3,4,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CHANDLER & SR46W,381
2015,3,4,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N DANIELS,382
2015,3,4,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,INDRUSTRIAL & SR45W,383
2015,3,4,Weekday,1800,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,SUGAR MAPLE,384
2015,3,1,Weekend,0,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR46S & THIRD,385
2015,3,5,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 13TH & N INDIANA,386
2015,3,4,Weekday,1800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,BASSWOOD & BLOOMFIELD,387
2015,3,7,Weekend,1000,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD & LIBERTY,388
2015,3,5,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,WALNUT,389
2015,3,5,Weekday,1500,2-Car,No injury/unknown,UNSAFE SPEED,BRYANTS CREEK & SR37,390
2015,3,5,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S BUCKNER,391
2015,3,5,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,7TH & LINCOLN,392
2015,3,5,Weekday,1500,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,CURRY & STONE CARVER,393
2015,3,5,Weekday,1700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,LEGACY & MOUNT TABOR,394
2015,3,5,Weekday,1900,3+ Cars,No injury/unknown,RAN OFF ROAD RIGHT,BURMA,395
2015,3,7,Weekend,300,3+ Cars,No injury/unknown,UNSAFE LANE MOVEMENT,1ST & GRANT,396
2015,3,6,Weekday,700,2-Car,No injury/unknown,UNSAFE SPEED,10TH & 45 46,397
2015,3,6,Weekday,700,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR45 & SR46,398
2015,3,6,Weekday,900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FOX HOLLOW & SR37,399
2015,3,3,Weekday,2000,Pedestrian,Non-incapacitating,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,W 7TH,400
2015,3,6,Weekday,700,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DODDS & WASHINGTON,401
2015,3,6,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E RHORER & S WALNUT ST,402
2015,3,6,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S ROGERS,403
2015,3,6,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HENDERSON & WINSLOW,404
2015,3,4,Weekday,1800,Pedestrian,No injury/unknown,DISREGARD SIGNAL/REG SIGN,RITTER & SALE,405
2015,3,6,Weekday,1400,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,13TH & INDIANA,406
2015,3,6,Weekday,1600,1-Car,No injury/unknown,UNSAFE BACKING,EAST 3RD,407
2015,3,5,Weekday,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S ROCKPORT & SR37S,408
2015,3,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & WOODLAWN,409
2015,3,6,Weekend,2300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WALNUT,410
2015,3,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N DUNN & SR4546E,411
2015,3,5,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FLATWOODS & SR46W,412
2015,3,7,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N MADISON & W 17TH,413
2015,3,7,Weekend,2000,2-Car,No injury/unknown,IMPROPER TURNING,SWAIN & THIRD,414
2015,3,7,Weekend,2100,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT STREET,415
2015,3,7,Weekend,1800,Cyclist,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N PETE ELLIS,416
2015,3,1,Weekend,900,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,SR37N & WAYPORT,417
2015,3,1,Weekend,1100,Moped/Motorcycle,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WALNUT ST & WINSLOW,418
2015,3,1,Weekend,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N GATES & W JONATHON,419
2015,3,1,Weekend,1200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST THIRD,420
2015,3,5,Weekday,1700,2-Car,Non-incapacitating,RAN OFF ROAD RIGHT,E RHORER,421
2015,3,5,Weekday,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,WALCOTT & WOODYARD,422
2015,3,7,Weekend,1100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,LIBERTY,423
2015,3,1,Weekend,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S,424
2015,3,1,Weekend,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S,425
2015,3,1,Weekend,1800,2-Car,No injury/unknown,IMPROPER LANE USAGE,11TH & BLAIR,426
2015,3,2,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MOUNT TABOR & OLD DUTCH CHURCH,427
2015,3,3,Weekday,1200,2-Car,No injury/unknown,LEFT OF CENTER,CARMICHAEL & HOBBIEVILLE,428
2015,3,2,Weekday,1300,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SMITH & STONEGATE,429
2015,3,2,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,MAYBURY & S LEONARD SPRINGS,430
2015,3,2,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,KIRKWOOD & WALNUT,431
2015,3,3,Weekday,2100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SOUTH ROCKPORT & WEST TAPP,432
2015,3,2,Weekday,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ISON ROAD & TOWER,433
2015,3,2,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,S SWAIN,434
2015,3,3,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,GIFFORD & KIRBY,435
2015,3,3,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S LEONARD SPRINGS,436
2015,3,3,Weekday,1400,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,ALLEN & PATTERSON,437
2015,3,3,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,GATES & THIRD,438
2015,3,1,Weekday,2000,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,439
2015,3,7,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SMITH & SR46W,440
2015,3,6,Weekday,1600,2-Car,Incapacitating,RAN OFF ROAD RIGHT,LEONARD SPRINGS & SR45W,441
2015,4,2,Weekday,1600,Bus,Non-incapacitating,FOLLOWING TOO CLOSELY,GRIMES & HENDERSON,442
2015,4,2,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,EAST 17TH,443
2015,4,2,Weekday,1600,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD & LIBERTY,444
2015,4,2,Weekday,1500,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,E 3RD & S WALNUT,445
2015,4,7,Weekend,2100,2-Car,No injury/unknown,UNSAFE BACKING,DUNN & KIRKWOOD,446
2015,4,2,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & COLLEGE,447
2015,4,2,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,15TH & JACKSON,448
2015,4,1,Weekend,1700,2-Car,No injury/unknown,UNSAFE BACKING,BALLANTINE & MAXWELL,449
2015,4,2,Weekday,700,2-Car,No injury/unknown,IMPROPER TURNING,E KIRKWOOD,450
2015,4,1,Weekend,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,LOST MAN & UNION VALLEY,451
2015,4,2,Weekday,2100,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,S CURRY & SR45E,452
2015,4,3,Weekday,300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,N MT TABOR & W TABOR HILL,453
2015,4,3,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,COUNTRY CLUB & ROGERS,454
2015,4,3,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LIBERTY & STATE ROAD 45,455
2015,4,5,Weekday,1200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,ANDERSON & OLD SR37,456
2015,4,3,Weekday,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,2ND & WALKER,457
2015,4,3,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N FEE & SR46E,458
2015,4,3,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,SO WOODSCREST,459
2015,4,2,Weekday,1900,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E KIRKWOOD & INDIANA,460
